CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
91259351,2,4,1,M,30,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2019
91259961,1,1,1,M,66,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91260256,2,1,1,F,25,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91260602,1,1,2,F,8,7,4,P,G,0,IMPERIAL,UNINCORPORATED,2020
91261142,1,1,1,F,61,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91264453,1,1,1,M,31,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91264453,1,2,2,F,26,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91264767,1,1,1,M,23,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91265176,1,1,2,M,18,6,9,B,G,0,IMPERIAL,UNINCORPORATED,2020
91265538,1,1,1,F,28,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91265538,1,2,2,F,27,5,4,L,G,0,IMPERIAL,UNINCORPORATED,2020
91265538,1,3,2,M,16,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91265779,1,1,1,M,54,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91266885,2,1,2,M,38,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91267865,1,1,1,M,19,6,1,M,H,0,IMPERIAL,UNINCORPORATED,2020
91267865,1,2,2,M,19,5,3,M,H,0,IMPERIAL,UNINCORPORATED,2020
91269698,1,1,1,M,39,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91269698,2,1,1,M,45,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91269909,1,1,1,M,25,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91272548,1,1,1,M,23,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91272548,1,2,2,M,27,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91273905,1,1,2,M,40,5,7,P,G,0,IMPERIAL,UNINCORPORATED,2020
91273905,1,2,2,M,55,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91273905,1,3,1,M,19,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91273905,1,4,2,M,32,5,4,P,G,0,IMPERIAL,UNINCORPORATED,2020
91274003,1,1,1,M,33,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91274746,1,1,1,M,21,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91274746,2,1,1,M,53,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91275924,1,1,1,M,25,5,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91275924,1,2,2,F,37,5,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91276707,1,1,1,M,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91277359,1,1,1,F,77,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91277359,2,1,1,F,30,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91280161,1,1,1,M,46,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91281108,1,1,1,F,41,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91281319,1,1,1,M,65,5,1,P,G,0,IMPERIAL,UNINCORPORATED,2020
91281715,1,1,1,F,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91281751,1,1,1,M,30,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91284128,1,1,1,M,20,5,1,L,H,0,IMPERIAL,UNINCORPORATED,2020
91284496,1,1,1,M,53,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91285647,1,1,1,M,22,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91285647,2,1,1,M,39,5,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91285936,2,1,1,F,39,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91286208,1,1,1,F,51,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91286454,1,1,1,M,26,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91286532,2,1,1,M,52,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91286592,1,1,1,M,37,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91286592,2,1,1,F,30,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91286592,2,2,2,M,14,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91287043,1,1,1,M,64,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91287242,1,1,1,M,30,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91287636,2,1,2,F,66,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91288168,1,1,1,F,33,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91288168,2,1,1,M,51,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91288528,1,1,1,F,64,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91288528,2,1,2,F,38,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91292383,2,1,3,M,37,7,9,-,-,-,IMPERIAL,UNINCORPORATED,2020
91292450,1,1,2,F,16,5,3,M,A,0,IMPERIAL,UNINCORPORATED,2020
91292450,1,2,1,M,21,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91293849,1,1,1,F,51,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91293849,2,1,1,F,43,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91293849,2,2,2,F,16,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91296490,1,1,1,M,30,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91297173,1,1,2,F,59,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91297173,1,2,2,F,13,7,6,P,G,0,IMPERIAL,UNINCORPORATED,2020
91297173,1,3,2,M,15,7,5,P,G,0,IMPERIAL,UNINCORPORATED,2020
91297173,1,4,2,M,59,7,4,P,G,0,IMPERIAL,UNINCORPORATED,2020
91298273,1,1,1,M,20,6,1,P,W,2,IMPERIAL,UNINCORPORATED,2020
91299021,1,1,1,M,18,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91299021,1,2,2,M,21,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91299548,1,1,1,M,56,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91299548,2,1,1,M,35,6,1,P,G,0,IMPERIAL,UNINCORPORATED,2020
91300965,1,1,1,M,75,7,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91301154,1,1,1,M,17,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91301154,3,1,3,M,48,7,9,-,-,-,IMPERIAL,UNINCORPORATED,2020
91301154,4,1,3,F,65,7,9,-,-,-,IMPERIAL,UNINCORPORATED,2020
91301830,1,1,1,M,24,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91301863,1,1,1,M,55,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91304125,1,1,1,F,54,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91305728,1,1,1,F,45,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91306588,1,1,1,M,55,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91307151,2,1,1,M,45,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91307151,2,2,2,M,17,7,0,P,D,0,IMPERIAL,UNINCORPORATED,2020
91307151,2,3,2,M,33,7,0,P,D,0,IMPERIAL,UNINCORPORATED,2020
91307151,2,4,2,M,21,7,0,P,C,0,IMPERIAL,UNINCORPORATED,2020
91307482,1,1,1,M,26,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91307496,1,1,1,M,20,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91308132,1,1,2,F,32,6,6,M,H,0,IMPERIAL,UNINCORPORATED,2020
91308177,1,1,1,F,33,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91308254,1,1,1,M,53,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91308419,1,1,1,M,54,1,1,B,B,0,IMPERIAL,UNINCORPORATED,2020
91308471,1,1,1,F,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91308572,2,1,1,F,52,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
9131137,1,1,2,F,43,4,4,L,B,0,IMPERIAL,BRAWLEY,2020
91312087,2,1,1,M,19,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91313579,1,1,1,M,33,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91313579,2,1,1,M,39,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
9131373,1,1,1,F,79,4,1,M,G,0,IMPERIAL,BRAWLEY,2020
91314478,1,1,1,M,30,6,1,L,H,0,IMPERIAL,UNINCORPORATED,2020
9131602,1,1,4,M,32,6,-,-,-,0,IMPERIAL,EL CENTRO,2020
9131602,2,1,2,F,69,0,2,P,G,0,IMPERIAL,EL CENTRO,2020
91318720,1,1,1,M,70,1,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91319548,1,1,1,F,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91319936,1,1,1,F,34,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91321174,1,1,1,M,21,6,1,M,H,1,IMPERIAL,UNINCORPORATED,2020
91323088,1,1,1,F,48,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91324774,1,1,1,F,31,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91326741,1,1,1,M,36,7,1,L,H,0,IMPERIAL,UNINCORPORATED,2020
91326742,2,1,1,M,26,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91327463,1,1,1,M,67,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91328807,1,1,1,M,36,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91329596,1,1,1,M,21,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91329596,2,1,1,M,31,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91330537,1,1,1,F,24,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91331304,2,1,1,F,43,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91331304,2,2,2,M,16,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91331577,1,1,1,F,59,1,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91331577,2,1,1,M,47,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91331577,2,2,2,F,46,5,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91331577,2,3,2,M,47,5,9,M,G,0,IMPERIAL,UNINCORPORATED,2020
91331578,1,1,1,M,26,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91331578,2,1,1,F,48,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91331578,2,2,2,F,9,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91332557,2,1,1,M,75,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91332557,2,2,2,F,59,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91332591,1,1,1,M,24,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91333070,1,1,1,F,31,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91333070,2,1,1,M,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91333123,1,1,1,F,58,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91333464,1,1,1,M,25,1,1,M,H,1,IMPERIAL,UNINCORPORATED,2020
91333511,1,1,1,M,63,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91334110,1,1,1,F,53,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91336475,2,1,1,F,36,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91336904,1,1,1,M,46,7,1,P,W,2,IMPERIAL,UNINCORPORATED,2020
91336997,1,1,1,M,42,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91336997,1,2,2,M,12,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91337093,1,1,1,F,39,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91337093,1,2,2,F,13,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91337211,2,1,1,M,52,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91337309,1,1,1,M,53,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91337309,2,1,1,M,56,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91337333,1,1,1,F,23,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91337333,1,2,2,F,21,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91337361,1,1,2,M,8,7,7,M,Q,0,IMPERIAL,UNINCORPORATED,2020
91338022,1,1,1,M,42,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91338022,1,2,2,-,28,6,3,M,H,0,IMPERIAL,UNINCORPORATED,2020
91338205,1,1,1,M,22,6,1,B,H,0,IMPERIAL,UNINCORPORATED,2020
91338205,1,2,2,F,21,5,3,B,H,0,IMPERIAL,UNINCORPORATED,2020
91338205,1,3,2,M,18,6,6,B,H,0,IMPERIAL,UNINCORPORATED,2020
91338205,1,4,2,M,22,7,4,B,H,0,IMPERIAL,UNINCORPORATED,2020
91339320,1,1,1,F,32,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91339348,1,1,1,M,56,5,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91341746,1,1,2,M,40,1,3,M,H,1,IMPERIAL,UNINCORPORATED,2020
91341916,1,1,1,M,38,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91343090,1,1,1,M,53,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91343527,1,1,1,M,73,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91343853,1,1,1,M,22,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91343853,1,2,2,M,18,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91343853,1,3,2,M,31,6,6,L,H,1,IMPERIAL,UNINCORPORATED,2020
91344435,1,1,1,M,57,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91345021,1,1,1,M,21,6,1,L,H,0,IMPERIAL,UNINCORPORATED,2020
91345021,2,1,1,M,41,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91345021,2,2,2,F,37,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91345985,1,1,1,M,46,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91346410,2,1,1,M,62,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91347247,1,1,1,M,67,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91348446,1,1,1,F,32,5,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91348586,1,1,1,M,38,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91348586,2,1,1,M,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91350861,2,1,1,M,28,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91351759,1,1,1,M,30,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91354023,1,1,1,M,44,7,1,P,G,0,IMPERIAL,UNINCORPORATED,2020
91354078,2,1,1,F,42,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91354078,2,2,2,M,42,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91357196,1,1,1,F,36,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91358566,2,1,1,M,33,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91358601,3,1,3,M,74,7,0,-,P,0,IMPERIAL,UNINCORPORATED,2020
91361591,1,1,1,M,31,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91361980,1,1,1,M,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91361980,1,2,2,M,16,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91361980,1,3,2,M,22,7,4,L,G,0,IMPERIAL,UNINCORPORATED,2020
91361980,1,4,2,M,18,6,6,L,G,0,IMPERIAL,UNINCORPORATED,2020
91362080,1,1,2,F,20,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91362328,1,1,1,M,62,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91362332,1,1,1,M,60,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91362332,1,2,2,M,38,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91362332,1,3,2,M,15,7,6,M,G,0,IMPERIAL,UNINCORPORATED,2020
91363166,1,1,1,M,34,6,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91363781,1,1,1,M,21,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91364608,1,1,1,F,57,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91366262,2,1,1,M,22,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91368737,1,1,1,M,29,1,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91368737,2,1,1,M,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91368835,1,1,1,M,20,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91368835,1,2,2,M,20,1,5,L,G,0,IMPERIAL,UNINCORPORATED,2020
91368835,1,3,2,F,19,5,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91368835,1,4,2,M,20,5,7,P,H,1,IMPERIAL,UNINCORPORATED,2020
91368835,1,5,2,F,20,6,4,P,G,0,IMPERIAL,UNINCORPORATED,2020
91368835,1,6,2,F,18,6,6,L,G,0,IMPERIAL,UNINCORPORATED,2020
91368836,1,1,1,F,19,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91369297,1,1,3,M,21,1,9,-,-,0,IMPERIAL,UNINCORPORATED,2020
91369297,2,1,1,M,32,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91372565,1,1,1,M,69,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373121,1,1,1,M,28,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373429,1,1,1,F,60,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373429,2,1,2,F,19,5,4,L,H,0,IMPERIAL,UNINCORPORATED,2020
91373429,2,2,1,M,35,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373429,2,3,2,F,33,5,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
9137364,2,1,2,F,36,3,-,M,G,0,IMPERIAL,EL CENTRO,2020
9137364,2,2,1,M,54,3,1,M,G,0,IMPERIAL,EL CENTRO,2020
91373821,1,1,2,F,19,6,3,L,H,0,IMPERIAL,UNINCORPORATED,2020
91373821,1,2,1,M,22,6,1,L,H,0,IMPERIAL,UNINCORPORATED,2020
91373999,1,1,1,M,20,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373999,1,2,2,M,19,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91373999,1,3,2,M,20,7,6,P,G,0,IMPERIAL,UNINCORPORATED,2020
91373999,2,1,1,M,33,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91374231,1,1,1,M,17,5,1,P,V,1,IMPERIAL,UNINCORPORATED,2020
91376224,1,1,1,M,36,6,1,P,H,0,IMPERIAL,UNINCORPORATED,2020
91376325,1,1,1,M,27,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91376325,2,1,1,F,27,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91376325,2,2,2,F,31,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91376325,2,3,2,F,8,6,4,P,G,0,IMPERIAL,UNINCORPORATED,2020
91376325,3,1,1,F,39,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91376345,1,1,1,M,33,6,1,P,W,1,IMPERIAL,UNINCORPORATED,2020
91376376,2,1,1,M,24,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2020
91381309,1,1,1,M,36,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91381329,2,1,1,M,20,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91381344,1,1,1,M,36,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91381344,2,1,1,M,77,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91381344,2,2,2,F,73,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91382858,1,1,1,M,46,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91383576,1,1,1,M,16,1,1,M,H,1,IMPERIAL,UNINCORPORATED,2020
91383576,1,2,2,M,16,5,3,M,G,0,IMPERIAL,UNINCORPORATED,2020
91386074,1,1,2,F,20,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91386357,1,1,2,F,16,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91386576,1,1,2,M,33,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91386576,2,1,1,F,58,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91386576,2,2,2,M,68,5,6,P,G,0,IMPERIAL,UNINCORPORATED,2021
91386576,2,3,2,M,30,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91386590,2,1,1,F,59,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91386743,1,1,2,F,28,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91386743,2,1,1,F,19,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91386773,2,1,1,F,39,5,1,P,W,2,IMPERIAL,UNINCORPORATED,2021
91386801,2,1,1,M,39,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91386837,2,1,2,M,53,7,6,M,G,0,IMPERIAL,UNINCORPORATED,2021
91387049,1,1,1,M,35,7,1,P,G,0,IMPERIAL,UNINCORPORATED,2021
91387380,1,1,2,F,24,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91388942,1,1,1,M,52,7,1,P,G,0,IMPERIAL,UNINCORPORATED,2021
91388963,2,1,1,F,50,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91388971,2,1,2,F,7,7,6,M,Q,0,IMPERIAL,UNINCORPORATED,2021
91389518,1,1,1,M,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91389595,1,1,1,M,52,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91389595,2,1,1,M,50,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91389599,1,1,1,F,53,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91390744,1,1,3,M,79,1,9,-,-,0,IMPERIAL,UNINCORPORATED,2020
91390755,3,1,3,M,51,1,9,-,-,-,IMPERIAL,UNINCORPORATED,2020
91390755,4,1,3,M,19,1,9,-,-,-,IMPERIAL,UNINCORPORATED,2020
91390768,2,1,1,F,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91391472,1,1,1,M,24,1,1,L,G,2,IMPERIAL,UNINCORPORATED,2020
91391802,1,1,1,F,47,1,1,L,H,0,IMPERIAL,UNINCORPORATED,2021
91392092,1,1,1,M,26,1,1,L,H,1,IMPERIAL,UNINCORPORATED,2020
91392092,1,2,2,F,21,5,3,L,G,0,IMPERIAL,UNINCORPORATED,2020
91393381,1,1,1,M,40,5,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91393876,1,1,1,M,26,6,1,P,W,0,IMPERIAL,UNINCORPORATED,2021
91393888,1,1,1,F,24,6,1,L,H,0,IMPERIAL,UNINCORPORATED,2021
91394656,1,1,1,M,30,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91394661,1,1,1,M,60,6,1,P,W,1,IMPERIAL,UNINCORPORATED,2021
91395081,1,1,1,F,29,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91395286,1,1,1,M,23,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91395657,1,1,1,M,29,5,1,P,W,1,IMPERIAL,UNINCORPORATED,2021
91398569,1,1,1,M,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91399525,1,1,1,M,26,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91400090,1,1,1,M,43,6,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91402413,1,1,1,M,22,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402503,1,1,1,F,20,5,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402503,2,1,1,M,44,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402503,2,2,2,F,22,6,6,M,G,0,IMPERIAL,UNINCORPORATED,2021
91402503,2,3,2,F,23,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402546,1,1,2,M,38,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402546,2,1,1,M,19,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91402546,2,2,2,F,20,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91403573,1,1,1,M,74,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91404268,1,1,1,F,40,1,1,M,H,1,IMPERIAL,UNINCORPORATED,2021
91406078,1,1,2,M,58,7,4,M,G,0,IMPERIAL,UNINCORPORATED,2021
91406216,1,1,1,M,50,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91406216,1,2,2,F,47,6,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91406307,2,1,1,F,49,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91406307,2,2,2,F,39,7,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91406747,1,1,1,F,40,7,1,M,G,0,IMPERIAL,UNINCORPORATED,2021
91406747,1,2,2,F,64,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91406747,1,3,2,F,8,7,6,P,G,0,IMPERIAL,UNINCORPORATED,2021
91407716,1,1,1,F,61,7,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91408000,1,1,2,F,25,7,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91409369,1,1,1,M,70,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2020
91409369,1,2,2,F,62,1,3,L,H,0,IMPERIAL,UNINCORPORATED,2020
91409369,1,3,2,F,56,5,4,L,H,0,IMPERIAL,UNINCORPORATED,2020
91409408,1,1,1,M,69,6,1,M,H,3,IMPERIAL,UNINCORPORATED,2021
91409408,1,2,2,M,64,6,3,M,H,3,IMPERIAL,UNINCORPORATED,2021
91409429,1,1,1,M,57,5,1,M,H,0,IMPERIAL,UNINCORPORATED,2021
91409429,1,2,2,M,26,5,3,M,G,0,IMPERIAL,UNINCORPORATED,2021
91410128,2,1,2,M,54,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91410128,2,2,1,M,61,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91412551,2,1,1,M,59,6,1,L,G,0,IMPERIAL,UNINCORPORATED,2021
91412551,2,2,2,F,58,6,3,L,G,0,IMPERIAL,UNINCORPORATED,2021
91412551,2,3,2,F,36,6,4,P,G,0,IMPERIAL,UNINCORPORATED,2021
91412551,2,4,2,F,6,7,5,P,Q,0,IMPERIAL,UNINCORPORATED,2021
91412551,2,5,2,F,14,6,6,P,G,0,IMPERIAL,UNINCORPORATED,2021
